21.96524,120.7586,N,70,road
21.97737,120.75299,D,70,road
22.024391,120.74307,S,60,road
22.045582,120.7301,D,70,road
22.072859,120.71401,S,50,road
22.14475,120.70069,N,50,road
22.14475,120.70069,S,50,road
22.181366,120.69289,S,70,road
22.203466,120.688126,D,70,road
22.204988,120.74949,W,40,road
22.23517,120.80282,D,40,road
22.237247,120.803444,N,40,road
22.244919,120.81045,S,70,road
22.24568,120.81402,N,70,road
22.254738,120.84108,D,40,road
22.259438,120.829895,S,70,road
22.259487,120.83249,N,70,road
22.277948,120.86456,D,40,road
22.293703,120.87637,D,70,road
22.2947,120.88693,D,60,road
22.300001,120.64377,D,70,road
22.323227,120.89187,D,70,road
22.326096,120.62501,D,70,road
22.364502,120.907684,D,60,road
22.382149,120.91234,D,60,road
22.394459,120.59174,S,70,road
22.409676,120.56386,N,60,road
22.42014,120.60589,D,60,road
22.431042,120.57348,D,70,road
22.440039,120.4703,D,40,road
22.441694,120.49351,D,40,road
22.44863,120.55739,N,70,road
22.456896,120.481926,D,70,road
22.462353,120.945015,D,50,road
22.46825,120.60919,D,60,road
22.480722,120.45672,N,50,road
22.487032,120.4554,N,70,road
22.48785,120.54937,N,50,road
22.48785,120.54937,S,60,road
22.48964,120.52966,E,50,road
22.491724,120.478874,W,60,road
22.497778,120.440414,D,70,road
22.500326,120.3961,E,60,road
22.501558,120.49575,D,50,road
22.507158,120.524925,N,110,highway
22.508148,120.52481,S,110,highway
22.50964,120.35885,S,50,road
22.510351,120.3628,N,50,road
22.510414,120.36288,N,40,road
22.51092,120.362404,S,50,road
22.512333,120.600334,D,50,road
22.513891,120.35464,S,40,road
22.519917,120.5195,D,60,road
22.521515,120.34606,S,40,road
22.52201,120.39701,S,60,road
22.522211,120.965706,D,60,road
22.524467,120.46287,N,60,road
22.524467,120.46287,S,70,road
22.528667,120.338646,N,40,road
22.532354,120.41476,S,60,road
22.534346,120.405396,S,60,road
22.53604,120.373276,N,60,road
22.53663,120.54044,D,70,road
22.54065,120.51883,N,50,road
22.541096,120.51875,S,50,road
22.542807,120.58669,D,60,road
22.547424,120.411415,S,70,road
22.551575,120.46594,D,60,road
22.55167,120.55583,D,70,road
22.554989,120.39456,E,50,road
22.558119,120.38489,W,50,road
22.55905,120.33443,N,60,road
22.560804,120.35747,N,60,road
22.561409,120.40384,D,50,road
22.561485,120.31196,S,60,road
22.561512,120.356544,S,50,road
22.561941,120.33221,S,60,road
22.562416,120.313225,S,50,road
22.563587,120.31456,N,50,road
22.563972,120.52917,D,50,road
22.5666,120.35207,S,50,road
22.567684,120.32304,S,50,road
22.568,120.35067,S,40,road
22.568169,120.483116,D,50,road
22.568972,120.35012,N,50,road
22.569546,120.433495,S,50,road
22.56965,120.54082,S,60,road
22.570126,120.522575,S,90,freeway
22.570349,120.52277,N,90,freeway
22.57036,120.376785,W,50,road
22.571115,120.336555,S,40,road
22.573195,120.35929,E,40,road
22.574074,120.40993,S,70,road
22.575094,120.99005,D,60,road
22.575134,120.32586,N,40,road
22.576746,120.331924,S,50,road
22.578098,120.326035,S,40,road
22.579426,120.510124,N,70,road
22.580269,120.32949,N,50,road
22.580608,120.32882,S,40,road
22.581043,120.40737,N,70,road
22.582087,120.54868,D,70,road
22.582222,120.370346,N,50,road
22.58326,120.34073,W,50,road
22.583427,120.32649,S,60,road
22.583641,120.30965,N,60,road
22.583788,120.34622,E,50,road
22.584517,120.32565,N,60,road
22.585747,120.328354,S,60,highway
22.586142,120.32915,N,60,highway
22.586277,120.40463,E,40,road
22.586405,120.40461,E,60,road
22.58654,120.409294,E,90,freeway
22.58744,120.99458,D,60,road
22.587458,120.30663,N,50,road
22.589094,120.37998,E,60,road
22.589376,120.38432,W,60,road
22.589525,120.48716,S,50,road
22.589718,120.49234,D,70,road
22.590328,120.35834,E,60,road
22.590372,120.35935,W,60,road
22.591167,120.419685,S,60,road
22.591784,120.49876,D,50,road
22.592106,120.35418,N,40,road
22.592665,120.43338,W,90,freeway
22.592764,120.31856,S,40,road
22.592865,120.306015,N,50,road
22.592865,120.3075,E,50,road
22.59344,120.309494,E,50,road
22.593822,120.30554,S,50,road
22.593834,120.35902,S,60,road
22.593851,120.31083,E,50,road
22.59389,120.31139,W,50,road
22.59445,120.359215,N,60,road
22.594706,120.31474,E,40,road
22.594791,120.344025,E,60,road
22.595646,120.31543,E,50,road
22.595959,120.316284,N,60,road
22.596786,120.30864,W,50,road
22.597889,120.341286,N,50,road
22.597925,120.341866,W,50,road
22.598097,120.360016,S,60,road
22.59836,120.620445,D,60,road
22.599407,120.5597,N,50,road
22.599407,120.5597,S,70,road
22.60163,120.291794,N,25,road
22.60173,120.32535,S,50,road
22.602139,120.33317,W,50,road
22.602861,120.30589,N,50,road
22.60339,121.00136,D,60,road
22.603518,120.32374,N,50,road
22.604418,120.3092,S,60,road
22.605717,120.33857,N,50,road
22.606277,120.30485,N,50,road
22.606934,120.32055,E,50,road
22.608536,120.317055,W,50,road
22.608566,120.55973,S,70,road
22.611725,120.30548,N,60,road
22.612076,120.32679,S,50,road
22.614567,120.36204,E,50,road
22.616146,120.303604,S,50,road
22.616306,120.35308,S,60,road
22.61766,120.315796,E,50,road
22.618025,120.365395,S,40,road
22.619041,120.482124,D,60,road
22.619112,120.30265,N,50,road
22.620205,120.346664,S,60,road
22.620316,120.27912,N,40,road
22.62066,120.28924,N,40,road
